RestaurantID,Restaurant Name,Zip Code,City,Web / Apps,Main Cuisine,Seconday Cuisne,Main Product Sold,Secondary Sold,Avg Ratings,Number of Ratings,Payment Method,Delivery Fee,Avg Price,Descriptions
533,Pizzeria da Rames,4242,Laufen,Apps iOS,Pizza,Italian,Pizza Wunsch,Pizza Prosciutto,4.4,344,CASH,0,44.43,"NameCH, probably one of the best CuisineCH food joints in the world. If you order online with us using PayCH right on our PlatformCH platform, the great guys at NameCH will guarantee you free delivery in half an hour. The best part? There’s no minimum order. I mean, what other restaurant gives you these kinds of options? So, order right now, or order using our mobile app. Remember to leave these guys a rating! Try their a MainCH or a SecondCH."
537,Hot House,8302,Kloten,Apps iOS,Pizza,Italian,Kebab im Fladenbrot,Döner Box,4.5,"1,931",MasterCard,0,35.2,"Come get your fill of CuisineCH food right here in CityCH when you eat with NameCH. Just download our mobile app on your iPhone or Android device, and order online using PayCH right on our PlatformCH platform! You’ll get your food within 45 minutes, regardless of which dish it is. Try their a MainCH or a SecondCH."
549,Pizza-Kurier Campione,8733,Eschenbach,Apps iOS,Pizza,Italian,Calzöner (zugedeckt),Pizza Prosciutto,4.3,791,CASH,0,32.94,"Whatever your worries may be, they will disappear once you taste the authentic NameCH food served here. Maybe you want CuisineCH food? Well, whatever it is you want, the food is literally at your fingertips when you download our eat.ch mobile app. Or you can just order online right here using PayCH right on our PlatformCH platform. Plenty of payment options available, along with some super-fast delivery.  Try their a MainCH or a SecondCH."
567,Restaurant Vogel Gryff,4414,Füllinsdorf,Apps iOS,Pizza,Italian,Pizza Desiderio (33cm),Pizza Margherita,4.6,"1,263",MasterCard,0,35.74,"Throwing a party? Hanging out with your friends but happen to be out of drinks? Well, that’s what NameCH is here for. These guys specialise in fast delivery of MainCH or a SecondCH, wherever you may be in CityCH. So why wait? Order and pay online right now using PayCH right on our PlatformCH platform, or download the eat.ch mobile app for a faster experience! Remember, you can rate their services once you order from them."
572,Portofino,3250,Lyss,Web,Pizza,Kebab,Dürüm im Fladenbrot,Döner Box,3.6,456,CASH,0,34.31,"Get your tastebuds ready, because this iconic CuisineCH chain is going to blow your taste buds away! Located in the heart of CityCH, the huge number of foods they offer means that they have something for everybody. Order online right now using PayCH right on our PlatformCH platform to try their specialities. Download our mobile app, and have your delicious doughnuts delivered to you right away! Try their a MainCH or a SecondCH."
574,Big Burger Kurier Wetzikon,8620,Wetzikon,Web,Burger,American,Big Cheese,Bacon Classic,4.4,"1,575",PayPal,0,46.64,"Want good food? Then order from NameCH right now, and get your delivery in 30 minutes! Or, if you're feeling in the mood for some other type of CuisineCH food, you know that there is no other CuisineCH place in CityCH that's more qualified to fill moods. Download our mobile app to get to the CuisineCH food you love a faster. You can also pay online using PayCH right on our PlatformCH platform! Try their a MainCH or a SecondCH."
586,Peking Garden Kloten,8302,Kloten,Web,Curry,Asian,Poulet Süss-Sauer mit Backteig,Poulet Süss-Sauer,4.1,859,Visa,0,51.4,"When you say CuisineCH food, you typically think spicy, salty, flavour filled food that's probably not good for your body. NameCH CityCH is an CuisineCH themed restaurant that flips this concept over, providing you with delicious CuisineCH food while being healthy. Get their specialities and have your food delivered to you fast under an hour when you order and pay online using PayCH right on our PlatformCH platform with us. So order away! Try their a MainCH or a SecondCH."
588,Bravo Pizza,2503,Bienne,Web,Pizza,Kebab,Wunschpizza (31cm),Dürüm - Kebab im Fladenbrot,4.3,722,TWINT,0,35.14,"Get CuisineCH food delivered to your doorstep in 40 minutes! CityCH is a city of CuisineCH food lovers, so NameCH is only happy to please. They're known for surprising their customers by getting them their CuisineCH food way before the approximated delivery time. Try finding out yourself, order online right now with eat.ch or through the eat.ch mobile app and pay online using PayCH right on our PlatformCH platform. Try their a MainCH or a SecondCH."
589,Pizzeria Mamma Mia,3175,Wünnewil-Flamatt,Apps iOS,Pizza,Kebab,Kebap Dürüm,Kebap Pizza,4.3,500,American Express,0,36.98,"CuisineCH, CuisineCH, CuisineCH! The words “CuisineCH food” and “CuisineCH” go together like MainCH and SecondCH. My point is, if it’s CuisineCH food you are looking for, CityCH is your city, and NameCH is your one-stop CuisineCH food delivery service. Order right now and sink your teeth into a CuisineCH food in just 40 minutes. Delivery is fast, and you can pay online using PayCH right on our PlatformCH platform using whatever method you choose!"
593,La Mirada,8400,Winterthur,Apps iOS,Pizza,Swiss,Pizza Menü 32cm,Pizza della Casa,4.6,"1,658",MasterCard,0,39.76,"NameCH should really just translate to ""CuisineCH food"". Of course, they do other varieties too, but their CuisineCH foods really take centre stage! Well, that moment can be 40 minutes from now if you order using PayCH right on our PlatformCH platform right away right here, or using our mobile app. Remember to rate their service once you're done eating! Try their a MainCH or a SecondCH."
605,Star Pizza ,3210,Kerzers,Apps iOS,Pizza,Kebab,Kebab im Fladenbrot,Kebab im Taschenbrot,4.2,234,MasterCard,0,36.5,"NameCH will get you all your CuisineCH specialities delivered to you fast the second you order online. Wherever you are in CityCH, NameCH always has your back, whether you want an all-out meal or just a light snack. Order and pay online right now using PayCH right on our PlatformCH platform, or use our eat.ch mobile app for a faster experience. Remember to rate these guys! Try their a MainCH or a SecondCH."
607,Restaurant Engel,6343,Holzhäusern ZG,Apps iOS,Pizza,Italian,Pouletflügeli (6 Stück) mit Pommes Frites und Haussauce,Pizza Margherita,4.5,998,Visa,0,43.91,"With all that Italian and American food flying around, it’s easy to forget some delicious CuisineCH food, but you’ll realise that you never actually forget it. So why not taste some excellent MainCH and SecondCH, and feel the real taste of CityCH with Falkino! Order online using PayCH right on our PlatformCH platform right here on eat.ch or download our mobile app and order faster! You’ll get delivery in 40 minutes, so remember to rate this restaurant in the next two hours!"
618,Quick Asian Food,3007,Bern,Web,Curry,Asian,Quick China-Noodle Box,Sweet and Sour,3.8,"2,304",MasterCard,0,45.9,"What is your favourite restaurant in CityCH? NameCH? Well, they seem certain that they can get themselves into your heart! This all-round restaurant, which serves CuisineCH food certainly has enough selections for everybody, so why not try and see if they can be your favourite? Order right now using PayCH right on our PlatformCH platform, and don't forget to leave these guys a rating! Try their a MainCH or a SecondCH."
619,Buffalo's Pizzakurier,8180,Bülach,Apps iOS,Asian,Kebab,Kebab Pizza,Wunschpizza (32cm),3.9,679,CASH,0,37.79,"If you’re thinking of eating at NameCH, then you’ve already made a fine choice! This CuisineCH restaurant which offers CuisineCH cuisine will have you nosediving into an authentic CuisineCH experience while sitting at your home in CityCH. So dive in faster, use our mobile app to order in seconds. Use PayCH right on our PlatformCH platform, and remember to rate their services! Try their a MainCH or a SecondCH."
626,Indian Plaza,1201,Genève,Web,Indian,,Chicken Butter,Chicken Tikka Masala,3.6,270,CASH,0,81.84,"Is it a bird? Is it a plane? No, it's NameCH! This is one of the few restaurants in CityCH that offers family special menus, with CuisineCH being its top sellers. Order a special, or order something else that tastes just as good. Whatever it is you want, order online using PayCH right on our PlatformCH platform, or order right here on eat.ch, and we will deliver to you fast! Try their a MainCH or a SecondCH."
629,Isebähnli,8486,Zell,Apps iOS,Pizza,Kebab,Döner Kebab,Döner Box,4.5,425,CASH,0,39.55,"Dive deep into the authentic cuisine of this charming and warm CuisineCH restaurant located in the heart of CityCH. If you’re looking for some great food, then NameCH is where your food is at. So, order right now using PayCH right on our PlatformCH platform to get fast delivery to your home or office. Remember to download our mobile app to keep CuisineCH food at your fingertips! Try their a MainCH or a SecondCH."
635,Pizza Express Schenkon,6214,Schenkon,Apps iOS,Italian,Pizza,Pizza Prosciutto,Pizza Kebab,3.9,384,MasterCard,0,42.22,"NameCH has, hands down, the best food in CityCH. They also have excellent CuisineCH food and other cuisines as well. Order right now using PayCH right on our PlatformCH platform, and you’ll get your food in under an hour. Download our mobile app on your iPhone or Android device for a faster experience, and remember to rate this restaurant once you’ve eaten! Try their a MainCH or a SecondCH."
638,Nesti Pizzakurier,8117,Fällanden,Web,Pizza,Italian,Wunschpizza 30cm,Pizza Prosciutto,4.4,"1,350",CASH,0,39.93,"It’s very hard to find sandwiches with home-made bread in CityCH. So, if you’ve been looking for something like that, then NameCH should be high up on the list of restaurants you want to order from. They’ve also got excellent CuisineCH food such as MainCH and SecondCH, so don’t hesitate, order online right now using PayCH right on our PlatformCH platform. You can also order using our mobile app, and leave ratings too!"
655,Il Castello Pizzeria,8555,Müllheim,Apps iOS,Pizza,Italian,Wunschpizza (32cm),Pizza Prosciutto,4.2,261,CASH,0,41.08,"If you are in a relaxed mood, then you should order from a relaxed restaurant. If you are stressed, you should still order from a relaxed restaurant. Get some top-notch CuisineCH food, wherever you are in CityCH from NameCH. You definitely should try the NameCH specials such as MainCH or a SecondCH. In fact, you can try them right now when you order with us using PayCH right on our PlatformCH platform. Or you can order using our mobile app. Either way, happy eating!"
698,Ital China,1219,Le Lignon,Web,Pizza,Sushi,Pizza Margherita,Nouilles sautées au poulet,3.6,"1,793",American Express,0,50.55,"When you get home at night, the last thing you want to think about is cooking dinner. Of course, ordering takeout generally tends to be unhealthy, right? Nope. When you order with NameCH, you know you will be getting the healthiest food in CityCH. So why wait? Order right now using PayCH right on our PlatformCH platform and get the freshest MainCH of your life! By the way, remember to rate their freshness."
699,Pizza Express,1207,Genève,Apps iOS,Pizza,Italian,Pizza Margherita,Pizza Prosciutto,3.4,526,CASH,0,55.09,"If you want healthy food with great quality and an extensive menu to choose from, then NameCH should be your restaurant of choice. These guys have an extensive chain of restaurants that specialise in health foods, so you know you’re in good hands. Don’t waste time overthinking, because you won’t regret it. Just order online now using PayCH right on our PlatformCH platform, or use our mobile app to place your order and we will get you your delivery fast! Try their a MainCH or a SecondCH."
709,Café Bollywood,1201,Genève,Apps iOS,Indian,Curry,Murgh Makhan,Murgh Tikka Masala,3.5,129,CASH,0,87.4,"If you work near NameCH in CityCH, then make it a point to try their food. Generally, as an office worker, you probably need to take extra steps to stay healthy, which is why this office-oriented healthy food joint should be your number one food destination. Order a warm bowl on a cold day, or a burner salad on a hot day. Whatever it is, we'll deliver to you fast. Of course, don't forget your co-workers! You can order using PayCH right on our PlatformCH platform. Try their a MainCH or a SecondCH."
710,Capadokia Grill,8583,Sulgen,Web,Pizza,Kebab,Pizza Gusto (32cm),Pizza Troja,4.8,"1,303",Visa,0,33.13,"Ever had a CuisineCH meal? No? Then order right now from NameCH, and we’ll deliver your food you in 40 minutes. Feeling adventurous? Order from their XXL CuisineCH food menu. However big the order, we’ll get it to you, wherever you are in CityCH. Remember to download our mobile app onto your iPhone or Android device for some real fast food, and always remember to leave a rating! You can order using PayCH right on our PlatformCH platform. Try their a MainCH or a SecondCH."
